Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Correa,Rutaceae,Sapindales,33.33333333,0.833333333,1.0,1.0,0.001652893,0.0,1.0,1.0,1.0,3.2681818182,0.6304592000547441,1.33,
Corrigiola,Molluginaceae,Caryophyllales,0.0,0.0,0.5,0.0,0.022988506,0.0,1.0,1.0,1.0,2.3942552466726874,0.6304592000547441,0.49,
Cortaderia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.49689285714285714,3.885,14.09621067
Corybas,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Corydalis,Papaveraceae,Ranunculales,0.0,0.0,0.573029198,0.0,0.0,0.5,1.0,1.0,1.0,2.3942552466726874,0.23,0.7175,22.68468409
Corylus,Betulaceae,Fagales,2.222222222,0.1,1.0,1.0,0.054545455,0.28760069469672456,1.0,1.0,0.0,1.5,0.9543333334999999,0.45,0
Corynephorus,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.49689285714285714,1.13,
Coryphantha,Cactaceae,Caryophyllales,0.0,0.0,1.0,0.666666667,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,2.8,0.6304592000547441,2.428039215666667,
Cosmos,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.0,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.963333333,76.01711185
Cotoneaster,Rosaceae,Rosales,0.150557061,0.06097561,1.0,1.0,0.001060071,0.0,0.5,0.6875,1.0,0.333333333,0.8256875,1.211666667,21.71311737
Cotula,Asteraceae,Asterales,0.0,0.0,0.423076923,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.0,0.6654010416875,2.03,
Crambe,Brassicaceae,Brassicales,0.0,0.0,0.9,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,1.825,84.38338374
Craspedia,Asteraceae,Asterales,4.545454545,0.25,0.5,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Crassula,Crassulaceae,Saxifragales,0.0,0.0,0.296296296,0.111111111,0.0,0.0,1.0,0.333333333,0.666666667,0.0,0.728,1.0118383836666667,
Crataegus,Rosaceae,Rosales,0.737704918,0.221311475,1.0,1.0,0.001060071,0.0,1.0,1.0,1.0,2.0,0.8256875,1.198,24.88391901
Crepidomanes,Hymenophyllaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,0.0,0.8173756359705927,2.928571429,0.6304592000547441,3.61002258814534,
Crepis,Asteraceae,Asterales,0.101405186,0.059322034,0.612279226,0.0,0.00210989,0.0,1.0,0.861111111,0.977272727,2.58694816475,0.911,4.19043956,53.11960139
Critesion,Poaceae,Poales,0.0,0.0,0.25,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Crocosmia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.4307692308,1.0,0.53365384625,1.0,2.0,0.826,1.04,11.16689389
Crocus,Iridaceae,Asparagales,0.269360269,0.072727273,1.0,0.0,0.0,0.4307692308,1.0,0.75,1.0,2.0,0.826,5.660909091,52.33293524
Crossosoma,Crossosomataceae,Crossosomatales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,
Crotalaria,Fabaceae,Fabales,0.0,0.0,0.545454545,0.181818182,0.096494845,1.0,1.0,0.9291558728928572,1.0,1.583333333,0.5700679541176471,1.16,16.26738833
Croton,Euphorbiaceae,Malpighiales,0.0,0.0,0.333333333,0.133333333,0.01239531,0.0,0.980769231,0.744047619,1.0,2.066666667,0.58,2.6397142856666664,
Crucianella,Rubiaceae,Gentianales,0.0,0.0,0.125,0.125,0.0006,0.0,1.0,0.7422839506666667,1.0,2.0387159138333333,0.7185,1.3786363636666668,
Cruciata,Rubiaceae,Gentianales,0.0,0.0,0.8,0.0,0.0006,0.0,1.0,0.666666667,1.0,2.0387159138333333,0.7185,0.71,0
Crupina,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Crypsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Cryptandra,Rhamnaceae,Rosales,0.0,0.0,1.0,0.75,0.004444444,0.0,1.0,1.0,0.95833333325,1.7791666666666668,0.6304592000547441,0.8661904760000001,
Cryptantha,Boraginaceae,Boraginales,0.012498438,0.007874016,0.383064516,0.003937008,0.001824818,0.0,1.0,0.8851851851666667,0.9736842105263158,2.9123376622857142,0.7039500000000001,1.4171923077000002,
Cryptogramma,Pteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,1.0,1.0,3.8333333334999997,0.6304592000547441,5.97,
Cryptostylis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Ctenitis,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,0.909090909,0.7727272725000001,0.0,4.0,0.6304592000547441,9.81590909,
Ctenopsis,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Cucumis,Cucurbitaceae,Cucurbitales,0.0,0.0,0.0,0.0,0.024852071,0.0,0.75,1.0,1.0,2.0,0.498,0.965333333,25.33907028
Cucurbita,Cucurbitaceae,Cucurbitales,0.0,0.0,0.333333333,0.0,0.024852071,0.0,0.75,1.0,1.0,2.0,0.498,0.524782609,37.23273074
Cullen,Fabaceae,Fabales,0.0,0.0,0.9375,0.125,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Cuphea,Lythraceae,Myrtales,0.0,0.0,0.5,0.2,0.0,0.0,1.0,0.833333333,1.0,2.3942552466726874,0.684,3.61002258814534,
Cupressus,Cupressaceae,Pinophyta,0.0,0.0,1.0,1.0,0.007142857,0.28760069469672456,1.0,1.0,0.5,1.3125,0.977,11.75333333,6.752938703
Cuscuta,Convolvulaceae,Solanales,0.0,0.0,0.256756757,0.0,0.044375,0.0,1.0,1.0,1.0,3.0,0.3845,6.981666667,128.0326503
Cusickiella,Brassicaceae,Brassicales,0.0,0.0,1.0,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,
Cutandia,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Cyanea,Campanulaceae,Asterales,0.226244344,0.057692308,1.0,1.0,0.0,0.5,1.0,0.8894557824285715,1.0,3.941176471,0.72125,2.3314999999999997,
Cyathea,Cyatheaceae,Monilophyta,33.33333333,0.333333333,1.0,1.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.071428571,0.6304592000547441,7.35,
Cyclamen,Primulaceae,Ericales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0902930403333335,0.741,4.982727273,75.66306623
Cylindropuntia,Cactaceae,Caryophyllales,30.0,0.6,1.0,1.0,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,2.8875,0.6304592000547441,2.428039215666667,
Cymbalaria,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,1.0,1.0,0.5,1.0,1.5,0.6612222223333334,0.49,
Cymbonotus,Asteraceae,Asterales,0.0,0.0,0.6092541790456273,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Cymbopogon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.49689285714285714,4.6528267402125,
Cymopterus,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,
Cynanchum,Apocynaceae,Gentianales,0.0,0.0,1.0,1.0,0.000658617,0.0,1.0,0.4166666666666667,1.0,2.6,0.981,0.6835416667499999,
Cynara,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,1.1,
Cynodon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,1.0,0.0,0.0,1.7807017544210528,0.49689285714285714,0.91,31.49458985
Cynoglossum,Boraginaceae,Boraginales,0.333333333,0.04,0.35,0.0,0.001824818,0.0,1.0,1.0,1.0,2.9123376622857142,0.678,1.4171923077000002,
Cynosurus,Poaceae,Poales,0.0,0.0,0.416666667,0.0,0.074314214,1.0,1.0,0.75,0.0,1.7807017544210528,0.96,2.925,0
Cyperus,Cyperaceae,Poales,0.0,0.0,0.619499569,0.0,0.00045977,0.5,1.0,0.7,0.0,3.333333333,0.019,0.736,52.66238446
Cyphanthera,Solanaceae,Solanales,33.33333333,0.333333333,1.0,1.0,0.089837398,0.007092198666666666,1.0,0.859375,1.0,1.3402777776666666,0.25625000000000003,2.460350907,
Cypripedium,Orchidaceae,Asparagales,0.735294118,0.058823529,1.0,0.0,0.0,1.0,1.0,0.5,1.0,3.454545455,0.6304592000547441,29.856,34.4534199
Cyrtandra,Gesneriaceae,Lamiales,4.862119013,1.264150943,1.0,0.981132075,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.346153846,0.6304592000547441,2.842857143,
Cyrtomium,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,0.909090909,0.7727272725000001,0.0,2.5,0.6304592000547441,9.81590909,
Cyrtostylis,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Cytinus,Cytinaceae,Malvales,0.0,0.0,1.0,0.0,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.6304592000547441,3.61002258814534,
Cytisus,Fabaceae,Fabales,0.189393939,0.03030303,1.0,1.0,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,1.465833333,48.01164446
Daboecia,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.9659090908333334,0.9123333333333333,0.8798214285,
Dactylis,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,1.0,1.0,0.5,1.7807017544210528,0.49689285714285714,4.002222222,0
Dactylorhiza,Orchidaceae,Asparagales,14.76190476,1.476190476,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.9197885448571426,0.6304592000547441,5.158,35.90782873
Dalea,Fabaceae,Fabales,0.0,0.0,0.891304348,0.304347826,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,1.833333333,0.5700679541176471,1.6492406904042554,
Dampiera,Goodeniaceae,Asterales,0.0,0.0,1.0,0.25,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,1.0,1.8,0.6304592000547441,0.52,
Danthonia,Poaceae,Poales,0.793650794,0.138888889,1.0,0.0,0.074314214,1.0,1.0,0.5,0.0,2.0,0.49689285714285714,2.95,
Daphne,Thymelaeaceae,Malvales,1.169590643,0.105263158,1.0,1.0,0.001324503,0.28760069469672456,1.0,0.875,1.0,3.25,0.348,3.115,23.13995923
Darwinia,Myrtaceae,Myrtales,0.0,0.0,1.0,1.0,0.003243243,0.0,0.9841325564285818,0.7694294731480881,1.0,2.5507212102,0.8098125,0.8061394557142857,
Dasypyrum,Poaceae,Poales,0.0,0.0,0.5,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,7.012857143,21.92666174
Datura,Solanaceae,Solanales,0.432900433,0.045454545,0.113636364,0.0,0.089837398,0.0,1.0,1.0,1.0,1.3402777776666666,0.155,2.121428571,9.051222069
Daucus,Apiaceae,Apiales,0.0,0.0,0.166666667,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.963,2.138666667,54.59494787
Daviesia,Fabaceae,Fabales,7.692307692,0.461538462,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.88,1.6492406904042554,
Delissea,Campanulaceae,Asterales,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.8894557824285715,1.0,2.7782266752857145,0.72125,2.3314999999999997,
Delphinium,Ranunculaceae,Ranunculales,0.910973085,0.314285714,0.828571429,0.0,0.0,1.0,1.0,0.5,1.0,4.0,0.74,8.228908655466666,
Dendranthema,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,7.89,
Dendrobium,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,3.166666667,0.6304592000547441,1.58212766,56.38293945
Dendromecon,Papaveraceae,Ranunculales,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.9583333333333334,1.0,2.3942552466726874,0.23,1.1532142857142857,
Derwentia,Scrophulariaceae,Lamiales,0.0,0.0,1.0,0.666666667,0.001764706,0.0,1.0,0.888888889,1.0,2.3,0.8200000000000001,1.1556666668,
Deschampsia,Poaceae,Poales,0.0,0.0,0.888888889,0.0,0.074314214,1.0,1.0,0.75,0.0,2.0,0.92,5.56625,22.60135038
Descurainia,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.217142857,7.141517319
Desmanthus,Fabaceae,Fabales,0.0,0.0,1.0,0.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Desmazeria,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,3.2,
Desmodium,Fabaceae,Fabales,0.128205128,0.025,1.0,0.0625,0.096494845,1.0,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Deyeuxia,Poaceae,Poales,0.0,0.0,0.95,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,7.375,6.282485876
Dianella,Xanthorrhoeaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.75,0.946,8.402251942000001,
Dianthus,Caryophyllaceae,Caryophyllales,0.041109969,0.028571429,0.931654676,0.042857143,0.001818182,0.0,1.0,0.818181818,1.0,3.240740740777778,0.885,0.796,37.09329083
Dicentra,Papaveraceae,Ranunculales,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.9583333333333334,1.0,2.3942552466726874,0.23,1.1532142857142857,
Dichanthelium,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Dichanthium,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.0,1.7807017544210528,0.49689285714285714,4.6528267402125,
Dichelachne,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,8.4125,3.646284098
Dichelostemma,Asparagaceae,Asparagales,20.0,0.4,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,18.15,
Dichondra,Convolvulaceae,Solanales,0.0,0.0,1.0,0.0,0.044375,0.01136363625,1.0,0.6666666666666666,1.0,2.0,0.3845,2.5489722222499998,
Diellia,Aspleniaceae,Monilophyta,6.666666667,0.166666667,1.0,0.0,0.0,0.28760069469672456,1.0,1.0,1.0,1.083333333,0.6304592000547441,6.301764706,
Digitalis,Plantaginaceae,Lamiales,1.307189542,0.111111111,0.714285714,0.055555556,0.005925926,1.0,1.0,0.875,1.0,1.5,0.6612222223333334,1.1525,7.263842866
Digitaria,Poaceae,Poales,0.189393939,0.03030303,0.227272727,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.49689285714285714,1.194,38.61527611
Dillwynia,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Diodia,Rubiaceae,Gentianales,0.0,0.0,0.8122706316,0.0,0.0006,0.0,1.0,0.7422839506666667,1.0,2.0387159138333333,0.7185,1.3786363636666668,
Dioscorea,Dioscoreaceae,Dioscoreales,0.0,0.0,1.0,0.0,0.009195402,0.25,1.0,1.0,1.0,1.7,0.6304592000547441,1.0425,112.7587784
Diospyros,Ebenaceae,Ericales,100.0,0.5,1.0,1.0,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,1.984848485,0.6304592000547441,1.948,37.15902058
Dipcadi,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,1.0,0.956,3.21,
Diphasiastrum,Lycopodiaceae,Lycophyta,20.0,0.5,1.0,0.0,0.0,0.28760069469672456,1.0,0.5,0.8173756359705927,1.875,0.6304592000547441,2.827142857,14.59419401
Diphasium,Lycopodiaceae,Lycophyta,16.66666667,0.25,1.0,0.0,0.0,0.28760069469672456,1.0,0.5,0.8173756359705927,1.875,0.6304592000547441,4.049714285666667,
Diplachne,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Diplotaxis,Brassicaceae,Brassicales,0.0,0.0,0.35978836,0.0,0.00485306,0.0,1.0,1.0,1.0,4.0,0.4929733334,0.58,2.815505451
Dipodium,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Dipsacus,Caprifoliaceae,Dipsacales,1.169590643,0.105263158,0.0,0.0,0.0,0.28760069469672456,1.0,1.0,1.0,2.0,0.6304592000547441,3.912,23.0581949
Discaria,Rhamnaceae,Rosales,0.0,0.0,1.0,1.0,0.004444444,0.0,1.0,1.0,0.95833333325,1.7791666666666668,0.6304592000547441,0.8661904760000001,
Disporum,Colchicaceae,Liliales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,2.3942552466726874,0.7468,21.81,20.81442244
Dissocarpus,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,0.5,0.041463415,0.0,1.0,0.9744318181818182,0.0,2.4484126984285717,0.199,1.3453542688666666,
Ditaxis,Euphorbiaceae,Malpighiales,0.0,0.0,0.6,0.2,0.01239531,0.03333333333333333,0.980769231,0.744047619,0.7,4.0,0.58,2.6397142856666664,
Dithyrea,Brassicaceae,Brassicales,0.0,0.0,0.5,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,
Dittrichia,Asteraceae,Asterales,0.0,0.0,0.5,0.25,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Diuris,Orchidaceae,Asparagales,27.77777778,1.111111111,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Dodecatheon,Primulaceae,Ericales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6743197278571429,0.9477777777,3.0902930403333335,0.741,2.79,
Dodonaea,Sapindaceae,Sapindales,2.222222222,0.1,1.0,1.0,0.001265823,0.0,1.0,0.9583333334999999,0.0,2.29166666675,0.945,0.665,3.50877193
Doodia,Blechnaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,1.0,0.8173756359705927,2.25,0.6304592000547441,3.61002258814534,
Doronicum,Asteraceae,Asterales,1.904761905,0.133333333,1.0,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.6654010416875,3.84,
Dorycnium,Fabaceae,Fabales,0.0,0.0,1.0,0.5,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,1.075,5.919963749
Doryopteris,Pteridaceae,Monilophyta,16.66666667,0.25,1.0,0.0,0.0,0.28760069469672456,1.0,1.0,1.0,3.8333333334999997,0.6304592000547441,5.97,
Downingia,Campanulaceae,Asterales,0.653594771,0.055555556,0.0,0.0,0.0,0.5,1.0,0.8894557824285715,1.0,2.7782266752857145,0.72125,2.3314999999999997,
Draba,Brassicaceae,Brassicales,0.058412698,0.036507937,0.761279737,0.0,0.00485306,0.0,1.0,1.0,0.888888889,2.3,0.4929733334,0.382,49.45892532
Dracocephalum,Lamiaceae,Lamiales,0.0,0.0,0.428571429,0.0,0.004320557,0.9583333333749999,1.0,0.5,1.0,1.5795454545454546,0.664,1.1319000933529413,
Dracunculus,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.0,1.0,0.2,1.0,3.0,0.6304592000547441,5.23,22.86540951
Drosera,Droseraceae,Caryophyllales,1.0,0.12,0.941176471,0.0,0.0,0.0,1.0,0.5,0.944444444,2.3942552466726874,0.6304592000547441,0.665,37.86369417
Dryopteris,Dryopteridaceae,Monilophyta,0.92506938,0.212765957,1.0,0.0,0.0,0.28760069469672456,0.818181818,0.545454545,0.0,2.75,0.6304592000547441,11.88181818,48.79546911
Dubautia,Asteraceae,Asterales,11.9047619,1.19047619,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.666666667,0.6654010416875,3.3862005286025645,
Dudleya,Crassulaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.50595238075,0.91666666675,0.5,0.728,1.0118383836666667,
Dupontia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Dysphania,Amaranthaceae,Caryophyllales,0.0,0.0,0.125,0.0,0.041463415,0.0,1.0,1.0,0.25,2.4484126984285717,0.199,0.37,
Dyssodia,Asteraceae,Asterales,0.0,0.0,0.625,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Ebenus,Fabaceae,Fabales,0.0,0.0,1.0,0.5,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Echinacea,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.862,3.3862005286025645,
Echinocereus,Cactaceae,Caryophyllales,0.0,0.0,1.0,0.5,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,3.0,0.6304592000547441,2.428039215666667,
Echinochloa,Poaceae,Poales,0.0,0.0,0.0,0.0,0.074314214,1.0,1.0,1.0,0.166666667,1.7807017544210528,0.49689285714285714,1.3825,5.70695618
Echinodorus,Alismataceae,Alismatales,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,0.5,0.9444444443333334,2.0,0.74,13.305,9.775820389
Echinomastus,Cactaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.0,0.0,0.9841325564285818,0.7694294731480881,1.0,2.8875,0.6304592000547441,2.428039215666667,
Echinophora,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,
Echinopogon,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,5.43,
Echinops,Asteraceae,Asterales,1.904761905,0.133333333,0.9,0.0,0.00210989,0.0,1.0,1.0,1.0,2.58694816475,0.6654010416875,3.561666667,23.50339108
Echinospartum,Fabaceae,Fabales,0.0,0.0,1.0,1.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Echium,Boraginaceae,Boraginales,0.0,0.0,0.25862069,0.090909091,0.001824818,0.0,1.0,1.0,1.0,3.25,0.8805,0.466923077,10.89890946
Edraianthus,Campanulaceae,Asterales,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.8894557824285715,1.0,2.7782266752857145,0.72125,1.6475,9.179928661
Ehrharta,Poaceae,Poales,0.0,0.0,0.833333333,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,1.418,21.59368583
Eichhornia,Pontederiaceae,Commelinales,0.0,0.0,1.0,0.0,0.03030303,0.0,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.59,1.27,0
Einadia,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,0.0,0.041463415,0.0,1.0,0.9744318181818182,0.0,2.4484126984285717,0.199,1.01,
Elachanthus,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Elaeagnus,Elaeagnaceae,Rosales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,1.0,0.5,0.666666667,2.0,0.6304592000547441,0.58,
Elaeocarpus,Elaeocarpaceae,Oxalidales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,1.0,1.985294118,0.983333333,3.61002258814534,
Elaeoselinum,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,
Elaphoglossum,Dryopteridaceae,Monilophyta,5.555555556,0.222222222,1.0,0.0,0.0,0.28760069469672456,0.909090909,0.7727272725000001,0.0,3.128571429,0.6304592000547441,9.81590909,
Elatine,Elatinaceae,Malpighiales,0.0,0.0,0.204545455,0.0,0.0,0.28760069469672456,1.0,0.5,1.0,2.3942552466726874,0.6304592000547441,3.61002258814534,
Eleocharis,Cyperaceae,Poales,0.057110223,0.029126214,0.798701299,0.0,0.00045977,0.7142857142857143,1.0,0.5625,0.0,2.2,0.0945,3.01,75.71628739
Elephantopus,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.0,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Eleusine,Poaceae,Poales,0.0,0.0,0.444444444,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.49689285714285714,1.974615385,31.06946573
Elodea,Hydrocharitaceae,Alismatales,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,0.0,0.0,2.3942552466726874,0.6304592000547441,4.59,0
