Genus,Family,Order,HybProp,Hyb_Ratio,perc_per,perc_wood,perc_ag,floral_symm,mating_system,repro_syndrome,pollination_syndrome,RedList,tavg,C_value,CV_C_value
Holocarpha,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Holodiscus,Rosaceae,Rosales,100.0,0.5,1.0,1.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083333,2.1739697801,0.8256875,0.7405270453157895,
Homeria,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.4307692308,1.0,0.53365384625,1.0,2.0,0.826,3.1250607262499996,
Homogyne,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Hordeum,Poaceae,Poales,0.808080808,0.177777778,0.329621381,0.0,0.074314214,1.0,1.0,1.0,0.0,1.7807017544210528,0.01,6.722475248,35.53797327
Horkelia,Rosaceae,Rosales,0.0,0.0,1.0,0.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083333,2.1739697801,0.8256875,0.7405270453157895,
Horkeliella,Rosaceae,Rosales,0.0,0.0,1.0,0.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083333,2.1739697801,0.8256875,0.7405270453157895,
Hornungia,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.19,14.88645855
Horsfordia,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.9333333333,3.56964285725,0.34850000000000003,1.2520882353333334,
Hosta,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,10.8837931,20.88215929
Houstonia,Rubiaceae,Gentianales,0.0,0.0,1.0,0.0,0.0006,0.0,1.0,0.7422839506666667,1.0,2.0387159138333333,0.7185,1.3786363636666668,
Hovea,Fabaceae,Fabales,0.0,0.0,1.0,0.7,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Hudsonia,Cistaceae,Malvales,0.0,0.0,1.0,1.0,0.011428571,0.28760069469672456,1.0,1.0,1.0,3.0,0.6304592000547441,2.66372899175,
Huetia,Apiaceae,Apiales,0.0,0.0,1.0,0.0,0.003968254,0.0,1.0,0.8953401360571428,0.9996012759210526,3.3888888888333333,0.925,2.5124782609130434,
Hulsea,Asteraceae,Asterales,2.222222222,0.1,0.636363636,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Humulus,Cannabaceae,Rosales,0.0,0.0,1.0,0.0,0.017647059,0.28760069469672456,1.0,0.5,0.0,1.583333333,0.6304592000547441,2.675555556,27.72009967
Huperzia,Lycopodiaceae,Lycophyta,5.0,0.375,1.0,0.0,0.0,0.28760069469672456,1.0,0.5,0.8173756359705927,1.875,0.6304592000547441,5.38,0
Hutera,Brassicaceae,Brassicales,0.0,0.0,0.25,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,
Hyacinthella,Asparagaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.496428571375,1.0,2.9,0.956,9.27415334995238,
Hyacinthoides,Asparagaceae,Asparagales,13.33333333,0.333333333,1.0,0.0,0.0,0.0,1.0,0.5,1.0,2.9,0.956,21.2,
Hyalosperma,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Hydrangea,Hydrangeaceae,Cornales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,1.0,1.0,1.0,2.3942552466726874,0.6304592000547441,1.875675676,24.94940827
Hydrocotyle,Araliaceae,Apiales,0.0,0.0,0.815789474,0.0,0.0,0.0,1.0,0.5,1.0,1.125,0.6304592000547441,0.98,
Hydrophyllum,Boraginaceae,Boraginales,0.0,0.0,0.909090909,0.0,0.001824818,0.0,1.0,0.8851851851666667,0.9736842105263158,2.9123376622857142,0.708,1.4171923077000002,
Hymenoclea,Asteraceae,Asterales,50.0,0.25,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hymenolobus,Brassicaceae,Brassicales,0.0,0.0,1.0,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.8330963370185186,
Hymenonema,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hymenopappus,Asteraceae,Asterales,0.0,0.0,0.25,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hymenophyllum,Hymenophyllaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,0.0,0.8173756359705927,2.928571429,0.6304592000547441,3.61002258814534,
Hymenothrix,Asteraceae,Asterales,0.0,0.0,0.502512563,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hymenoxys,Asteraceae,Asterales,0.735294118,0.058823529,0.722222222,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hyoscyamus,Solanaceae,Solanales,0.0,0.0,0.163265306,0.0,0.089837398,0.007092198666666666,1.0,1.0,1.0,1.3402777776666666,0.25625000000000003,2.0525,26.41854916
Hyoseris,Asteraceae,Asterales,0.0,0.0,0.666666667,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Hypecoum,Papaveraceae,Ranunculales,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.9583333333333334,1.0,2.3942552466726874,0.23,1.1532142857142857,
Hypericum,Hypericaceae,Malpighiales,0.129032258,0.08,0.932432432,0.211711712,0.0,0.0,0.954545455,0.607142857,1.0,1.571428571,0.6304592000547441,0.49875,45.74774269
Hypochaeris,Asteraceae,Asterales,4.761904762,0.142857143,0.857142857,0.0,0.00210989,0.0,1.0,0.75,1.0,0.0,0.6654010416875,2.102352941,53.95340347
Hypochoeris,Asteraceae,Asterales,1.282051282,0.076923077,0.730769231,0.0,0.00210989,0.015625,0.9667911996712328,0.5,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Hypolepis,Dennstaedtiaceae,Monilophyta,30.0,0.6,1.0,0.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,7.94,
Hypoxis,Hypoxidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,
Hyptis,Lamiaceae,Lamiales,0.0,0.0,1.0,0.0,0.004320557,0.666666667,1.0,0.7129528985652174,1.0,3.5,0.664,1.1319000933529413,
Iberis,Brassicaceae,Brassicales,0.0,0.0,0.446428571,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.565,1.251516427
Ilex,Aquifoliaceae,Aquifoliales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.983870968,2.051546392,0.6304592000547441,2.383333333,71.51272018
Iliamna,Malvaceae,Malvales,0.0,0.0,1.0,0.0,0.006153846,0.0,1.0,1.0,0.9333333333,3.56964285725,0.34850000000000003,1.2520882353333334,
Impatiens,Balsaminaceae,Ericales,0.0,0.0,0.142857143,0.0,0.0,1.0,1.0,1.0,1.0,2.4,0.4545,1.762,53.46667417
Indigofera,Fabaceae,Fabales,0.0,0.0,1.0,0.75,0.096494845,1.0,1.0,0.9291558728928572,1.0,1.0,0.5700679541176471,3.38,
Inula,Asteraceae,Asterales,2.307692308,0.288461538,0.923076923,0.038461538,0.00210989,0.0,1.0,0.5,1.0,2.58694816475,0.6654010416875,2.82,28.08367358
Ionopsidium,Brassicaceae,Brassicales,0.0,0.0,0.0,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,1.4,
Ipomoea,Convolvulaceae,Solanales,0.101010101,0.022222222,0.611111111,0.0,0.044375,0.045454545,1.0,0.6666666666666666,1.0,2.0,0.3845,1.212222222,36.19817767
Ipomopsis,Polemoniaceae,Ericales,1.098901099,0.071428571,0.5,0.0,0.0,0.28760069469672456,1.0,0.8333333333333334,1.0,2.3942552466726874,0.4076666666666666,1.7000000000000002,
Iris,Iridaceae,Asparagales,0.233100233,0.08974359,1.0,0.0,0.0,0.4307692308,1.0,0.384615385,1.0,2.0,0.826,9.688148148,43.42707811
Isachne,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,1.535,0
Isatis,Brassicaceae,Brassicales,0.0,0.0,0.2,0.0,0.00485306,0.0,1.0,1.0,1.0,2.9222222222222225,0.4929733334,0.58,
Isocoma,Asteraceae,Asterales,100.0,0.5,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Isoetes,Isoetaceae,Lycophyta,1.111111111,0.194444444,1.0,0.0,0.0,0.28760069469672456,1.0,0.5,0.8173756359705927,3.333333333,0.6304592000547441,6.86,105.3444796
Isolepis,Cyperaceae,Poales,0.0,0.0,0.6,0.0,0.00045977,0.7142857142857143,1.0,0.666666667,0.0,2.2,0.0945,0.9907597402857142,
Isopogon,Proteaceae,Proteales,0.0,0.0,1.0,1.0,0.000625,0.0,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.7608333333333333,0.8766666666666666,
Isopyrum,Ranunculaceae,Ranunculales,0.0,0.0,1.0,0.0,0.0,0.25,0.9804878048666666,0.7331590413333333,0.9676190476,3.75,0.7035555556666667,0.44,
Isotoma,Campanulaceae,Asterales,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.8894557824285715,1.0,2.7782266752857145,0.72125,2.3314999999999997,
Isotria,Orchidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,1.0,0.967948717923077,0.7159863945,1.0,2.9197885448571426,0.6304592000547441,10.827903073333333,
Iva,Asteraceae,Asterales,0.0,0.0,0.6,0.166666667,0.00210989,0.015625,1.0,1.0,0.0,2.58694816475,0.6654010416875,3.17,
Ivesia,Rosaceae,Rosales,0.158730159,0.027777778,1.0,0.0,0.001060071,0.0,0.869068767173913,0.7657793086666667,0.9722222222083333,2.1739697801,0.8256875,0.7405270453157895,
Ixia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.53365384625,1.0,2.0,0.826,3.5,
Ixiolaena,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Jacquemontia,Convolvulaceae,Solanales,0.0,0.0,0.7878738113333333,0.0,0.044375,0.01136363625,1.0,0.6666666666666666,1.0,2.0,0.3845,2.5489722222499998,
Jamesia,Hydrangeaceae,Cornales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,1.0,1.0,1.0,2.3942552466726874,0.6304592000547441,1.875675676,
Jasione,Campanulaceae,Asterales,0.0,0.0,0.611111111,0.0,0.0,0.5,1.0,1.0,1.0,3.0,0.72125,2.3314999999999997,
Jasminum,Oleaceae,Lamiales,0.0,0.0,1.0,1.0,0.003252033,0.25,1.0,0.70833333325,1.0,3.0833333333333335,0.9775,1.44,
Jasonia,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Jatropha,Euphorbiaceae,Malpighiales,0.0,0.0,1.0,0.5,0.01239531,0.0,0.980769231,0.744047619,1.0,1.75,0.58,0.365,25.18462508
Jepsonia,Saxifragaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,0.5833333334999999,1.0,2.3942552466726874,0.6304592000547441,1.406666667,
Johanneshowellia,Polygonaceae,Caryophyllales,0.0,0.0,0.0,0.0,0.002727273,0.0,1.0,0.743988801,0.9032738095,3.0,0.8,1.6491309523333333,
Jovibarba,Crassulaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.50595238075,0.91666666675,0.5,0.728,1.0118383836666667,
Juglans,Juglandaceae,Fagales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,1.0,1.0,0.0,1.875,0.9475,0.62,
Juncus,Juncaceae,Poales,0.116788321,0.16,0.848547718,0.0,0.0,0.28760069469672456,1.0,0.661290323,0.029411765,2.3942552466726874,0.056,1.275555556,81.76068291
Juniperus,Cupressaceae,Pinophyta,0.793650794,0.107142857,1.0,1.0,0.007142857,0.28760069469672456,1.0,1.0,0.125,0.66,0.977,14.32894737,32.1221637
Jurinea,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,1.8,
Kalanchoe,Crassulaceae,Saxifragales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.50595238075,0.91666666675,1.0,0.728,1.0118383836666667,
Kalidium,Amaranthaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.041463415,0.0,1.0,0.9744318181818182,0.35317136391304343,2.4484126984285717,0.199,1.3453542688666666,
Kalmia,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.9659090908333334,0.967,0.8798214285,
Keckiella,Plantaginaceae,Lamiales,0.0,0.0,1.0,1.0,0.005925926,1.0,1.0,0.753702001625,0.834375,1.5,0.6612222223333334,1.208066109923077,
Kennedia,Fabaceae,Fabales,0.0,0.0,1.0,0.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Kickxia,Plantaginaceae,Lamiales,0.0,0.0,0.285714286,0.0,0.005925926,1.0,1.0,1.0,1.0,1.5,0.6612222223333334,0.94,
Knautia,Caprifoliaceae,Dipsacales,2.312673451,0.531914894,0.854166667,0.0,0.0,0.28760069469672456,1.0,0.875,1.0,2.25,0.6304592000547441,4.87,54.61597739
Kobresia,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.7142857142857143,1.0,0.5,0.0,2.2,0.0945,0.9907597402857142,
Kochia,Amaranthaceae,Caryophyllales,0.0,0.0,0.571428571,0.571428571,0.041463415,0.0,1.0,0.9744318181818182,0.35317136391304343,2.4484126984285717,0.199,1.3453542688666666,
Koeleria,Poaceae,Poales,1.470588235,0.117647059,0.941176471,0.0,0.074314214,1.0,1.0,0.625,0.0,1.7807017544210528,0.49689285714285714,5.625833333,63.68485188
Koenigia,Polygonaceae,Caryophyllales,0.0,0.0,0.5,0.0,0.002727273,0.0,1.0,1.0,0.9032738095,3.0,0.8,1.6491309523333333,
Kokia,Malvaceae,Malvales,0.0,0.0,1.0,1.0,0.006153846,0.0,1.0,1.0,0.9333333333,4.5,0.34850000000000003,0.63,
Korthalsella,Santalaceae,Santalales,0.0,0.0,1.0,0.0,0.002139037,0.0,1.0,0.8928571430000001,0.6583333333333333,2.2,0.6304592000547441,39.71222222,
Krameria,Krameriaceae,Zygophyllales,0.0,0.0,1.0,1.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,1.0,2.3942552466726874,0.6304592000547441,3.61002258814534,
Krigia,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,1.5,
Kuhnia,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Kunzea,Myrtaceae,Myrtales,0.0,0.0,1.0,1.0,0.003243243,0.0,0.9841325564285818,0.7694294731480881,1.0,2.5507212102,0.8098125,0.8061394557142857,
Kyllinga,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,1.0,1.0,0.5235119047857143,0.031612976777777774,2.2,0.0945,0.9907597402857142,
Kyllingia,Cyperaceae,Poales,0.0,0.0,0.666666667,0.0,0.00045977,0.7142857142857143,1.0,0.5235119047857143,0.031612976777777774,2.2,0.0945,0.9907597402857142,
Labordia,Loganiaceae,Gentianales,0.952380952,0.066666667,1.0,1.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.625,0.6304592000547441,3.61002258814534,
Laburnum,Fabaceae,Fabales,16.66666667,0.25,1.0,1.0,0.096494845,0.7719298245789473,1.0,1.0,1.0,2.075313283157895,0.5700679541176471,1.35,57.6161081
Lactuca,Asteraceae,Asterales,0.092506938,0.021276596,0.329145729,0.0,0.00210989,0.0,1.0,0.863636364,1.0,2.58694816475,0.6654010416875,3.516875,50.10866239
Lagenifera,Asteraceae,Asterales,33.33333333,0.333333333,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lagenophora,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lagophylla,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lagotis,Plantaginaceae,Lamiales,0.0,0.0,1.0,0.0,0.005925926,1.0,1.0,0.753702001625,0.834375,1.5,0.6612222223333334,1.208066109923077,
Lamium,Lamiaceae,Lamiales,0.0,0.0,0.357142857,0.0,0.004320557,0.9583333333749999,1.0,0.75,1.0,1.5795454545454546,0.664,2.164285714,33.5928639
Lampranthus,Aizoaceae,Caryophyllales,0.0,0.0,1.0,1.0,0.000990099,0.0,0.9841325564285818,0.7694294731480881,0.6666666666666666,2.3942552466726874,0.6304592000547441,0.43,
Lamyropsis,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,4.0,0.6654010416875,3.3862005286025645,
Langloisia,Polemoniaceae,Ericales,0.0,0.0,0.0,0.0,0.0,0.28760069469672456,1.0,0.8333333333333334,1.0,2.3942552466726874,0.4076666666666666,1.7000000000000002,
Lappula,Boraginaceae,Boraginales,0.0,0.0,0.0,0.0,0.001824818,0.0,1.0,1.0,1.0,2.9123376622857142,0.7039500000000001,1.4171923077000002,
Lapsana,Asteraceae,Asterales,0.0,0.0,0.333333333,0.0,0.00210989,0.015625,1.0,1.0,1.0,2.58694816475,0.6654010416875,1.18,
Larix,Pinaceae,Pinophyta,3.571428571,0.125,1.0,1.0,0.004761905,0.28760069469672456,1.0,1.0,0.0,0.181818182,0.769,13.2,13.52265875
Laserpitium,Apiaceae,Apiales,0.0,0.0,0.923076923,0.0,0.003968254,0.0,1.0,1.0,1.0,3.3888888888333333,0.925,1.76,16.8741391
Lasthenia,Asteraceae,Asterales,0.735294118,0.058823529,0.055555556,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lastreopsis,Dryopteridaceae,Monilophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,0.909090909,0.7727272725000001,0.0,4.0,0.6304592000547441,9.81590909,
Lathraea,Orobanchaceae,Lamiales,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.5,0.7155,4.165212766,
Lathyrus,Fabaceae,Fabales,0.024996875,0.015748031,0.692913386,0.0,0.096494845,0.7719298245789473,1.0,0.789473684,1.0,2.075313283157895,0.807,7.437222222,24.57897815
Launaea,Asteraceae,Asterales,0.0,0.0,0.833333333,0.5,0.00210989,0.5,0.9667911996712328,0.761325295527027,1.0,0.666666667,0.6654010416875,1.54,
Laurus,Lauraceae,Laurales,0.0,0.0,1.0,1.0,0.0004,0.0,0.9841325564285818,0.7694294731480881,1.0,0.5,0.6304592000547441,3.215,0
Lavandula,Lamiaceae,Lamiales,0.0,0.0,1.0,1.0,0.004320557,0.9583333333749999,1.0,1.0,1.0,0.0,0.664,2.223333333,133.4743801
Lavatera,Malvaceae,Malvales,0.0,0.0,0.477272727,0.363636364,0.006153846,0.0,1.0,1.0,1.0,3.56964285725,0.34850000000000003,1.2520882353333334,
Lawrencia,Malvaceae,Malvales,0.0,0.0,1.0,0.25,0.006153846,0.0,1.0,1.0,0.9333333333,3.56964285725,0.34850000000000003,1.2520882353333334,
Layia,Asteraceae,Asterales,0.0,0.0,0.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lechea,Cistaceae,Malvales,0.0,0.0,1.0,0.0,0.011428571,0.28760069469672456,1.0,1.0,1.0,3.0,0.6304592000547441,2.66372899175,
Leersia,Poaceae,Poales,0.0,0.0,1.0,0.0,0.074314214,1.0,1.0,0.5,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Legousia,Campanulaceae,Asterales,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,2.7782266752857145,0.72125,2.3314999999999997,
Lemna,Araceae,Alismatales,0.0,0.0,1.0,0.0,0.000248447,0.0,1.0,0.0,1.0,3.0,0.6304592000547441,0.609285714,20.91846457
Lens,Fabaceae,Fabales,0.0,0.0,0.0,0.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.019,4.4,0
Leontodon,Asteraceae,Asterales,0.378787879,0.060606061,0.860182371,0.0,0.00210989,0.015625,1.0,0.666666667,1.0,2.58694816475,0.6654010416875,1.527142857,43.68361506
Leonurus,Lamiaceae,Lamiales,0.0,0.0,0.5,0.0,0.004320557,0.9583333333749999,1.0,0.5,1.0,1.5795454545454546,0.664,0.81,
Lepechinia,Lamiaceae,Lamiales,0.0,0.0,1.0,1.0,0.004320557,0.9583333333749999,1.0,0.7129528985652174,0.9986772486666666,2.0,0.664,1.1319000933529413,
Lepidium,Brassicaceae,Brassicales,0.014992504,0.00862069,0.370411568,0.099137931,0.00485306,0.0,1.0,0.916666667,1.0,2.0,0.4929733334,0.521666667,51.81277337
Lepidospartum,Asteraceae,Asterales,0.0,0.0,1.0,1.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Lepidosperma,Cyperaceae,Poales,0.0,0.0,1.0,0.0,0.00045977,0.7142857142857143,1.0,0.5235119047857143,0.031612976777777774,2.2,0.0945,0.9907597402857142,
Lepidotis,Lycopodiaceae,Lycophyta,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,1.0,0.5,0.8173756359705927,1.875,0.6304592000547441,4.049714285666667,
Lepilaena,Potamogetonaceae,Alismatales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4375,0.0,2.3942552466726874,0.6304592000547441,0.53,
Leptinella,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Leptocarpus,Restionaceae,Poales,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,
Leptochloa,Poaceae,Poales,0.0,0.0,0.05,0.0,0.074314214,1.0,0.9609953703833334,0.7215099227419354,0.03468030404761905,1.7807017544210528,0.49689285714285714,4.6528267402125,
Leptodactylon,Polemoniaceae,Ericales,0.0,0.0,1.0,0.375,0.0,0.28760069469672456,1.0,0.8333333333333334,1.0,2.3942552466726874,0.4076666666666666,1.7000000000000002,
Leptomeria,Santalaceae,Santalales,0.0,0.0,1.0,1.0,0.002139037,0.0,1.0,0.8928571430000001,0.6583333333333333,2.2,0.6304592000547441,39.71222222,
Leptorhynchos,Asteraceae,Asterales,0.0,0.0,0.666666667,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Leptospermum,Myrtaceae,Myrtales,0.790513834,0.086956522,1.0,1.0,0.003243243,0.0,0.9841325564285818,0.7694294731480881,1.0,2.5507212102,0.8098125,0.8061394557142857,
Lepyrodia,Restionaceae,Poales,0.0,0.0,1.0,0.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,3.61002258814534,
Lespedeza,Fabaceae,Fabales,2.666666667,0.32,0.92,0.0,0.096494845,0.7719298245789473,1.0,0.9291558728928572,1.0,2.075313283157895,0.5700679541176471,1.6492406904042554,
Lesquerella,Brassicaceae,Brassicales,0.0,0.0,0.625,0.0,0.00485306,0.0,0.998958333325,0.90956349205,0.9974160206744186,2.9222222222222225,0.4929733334,0.69,
Lessingia,Asteraceae,Asterales,0.0,0.0,0.071428571,0.071428571,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Leucanthemopsis,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.6654010416875,12.57,
Leucanthemum,Asteraceae,Asterales,0.0,0.0,0.9375,0.0,0.00210989,0.015625,1.0,0.5,1.0,2.58694816475,0.6654010416875,12.28555556,46.13867943
Leucochrysum,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,1.0,2.58694816475,0.6654010416875,3.3862005286025645,
Leucojum,Amaryllidaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,3.5,0.8200000000000001,32.81666667,5.920112715
Leucopogon,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.582051282,0.9527777777333333,1.9659090908333334,0.9123333333333333,0.8798214285,
Leucothoe,Ericaceae,Ericales,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.582051282,0.9527777777333333,1.9659090908333334,0.9123333333333333,0.8798214285,
Leuzea,Asteraceae,Asterales,0.0,0.0,0.5,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.6654010416875,3.3862005286025645,
Levenhookia,Stylidiaceae,Asterales,0.0,0.0,0.0,0.0,0.0,0.28760069469672456,0.9841325564285818,0.7694294731480881,0.8173756359705927,2.3942552466726874,0.6304592000547441,1.53,
Lewisia,Montiaceae,Caryophyllales,4.093567251,0.368421053,1.0,0.0,0.0,0.28760069469672456,1.0,0.75,1.0,1.0,0.6304592000547441,3.916666667,30.46047688
Leymus,Poaceae,Poales,4.285714286,0.3,1.0,0.0,0.074314214,1.0,1.0,0.0,0.0,1.7807017544210528,0.49689285714285714,12.29333333,27.80101131
Liatris,Asteraceae,Asterales,0.0,0.0,1.0,0.0,0.00210989,0.015625,0.9667911996712328,0.761325295527027,0.9507266543025209,2.58694816475,0.97,3.3862005286025645,
Libertia,Iridaceae,Asparagales,0.0,0.0,1.0,0.0,0.0,0.4307692308,1.0,0.53365384625,1.0,2.0,0.826,3.1250607262499996,
